borrower_id,name,age,city,employment_type,employment_years,monthly_income,household_size,dependents,requested_amount,tenure_months,purpose,first_time_borrower,prev_loans,loans_repaid,late_payments,avg_delay_days,defaults,max_days_past_due,avg_income_6m,avg_expenses_6m,avg_debt_6m,income_volatility,expense_trend,debt_trend,total_transactions_6m,bounced_payments_6m,disputed_txns_6m,id_verification,address_verification,phone_verification,bank_stmt_status,income_doc_status,doc_quality_score,transaction_variance,night_txn_ratio,new_device_90d,applications_30d,address_changes_12m,doc_avg_income,vouches_count,avg_vouch_trust,community_tenure_years,group_memberships,guarantor_past_count,account_age_months,prev_lenders_count,disputes_raised,disputes_lost,ontime_streak_months,salary_credits_6m,savings_balance,existing_debt_accounts
B10832,Aarav Bose,30,Hyderabad,self-employed,5.1,41262,1,3,120000,18,education,0,3,3,1,17.3,0,44,42243,31180,12404,0.043,0.0226,0.1019,371,0,1,1,2,2,2,0,58,0.232,0.09,0,1,1,41432,5,3.9,11.1,4,1,59,0,1,1,7,1,0,1
B10833,Krishna Khan,56,Hyderabad,daily-wage,1.8,44509,2,4,267000,6,business,0,3,0,5,5.6,3,25,45052,31313,28435,0.038,-0.0491,-0.1377,302,1,0,2,0,2,2,1,57,0.43,0.264,0,5,0,49241,1,4.4,10.6,3,1,26,3,3,1,2,5,112086,4
B10834,Lakshmi Das,33,Ahmedabad,daily-wage,1.5,19897,6,4,151000,24,business,0,1,1,0,0.1,0,0,18333,13226,11854,0.051,-0.0369,-0.0541,313,2,2,2,2,0,2,0,43,0.323,0.258,0,3,0,17091,1,4.5,9.9,3,1,16,4,0,0,1,4,5099,0
B10835,Divya Yadav,25,Mumbai,daily-wage,5.9,65932,3,3,227000,12,business,0,1,1,1,16.1,0,55,65080,41066,20461,0.062,-0.0057,0.0589,354,0,0,2,2,1,2,1,76,0.292,0.115,0,1,2,63427,4,3.7,8.0,0,2,56,4,0,0,12,2,44370,0
B10836,Anil Mehta,44,Hyderabad,salaried,0.7,13324,6,2,109000,12,personal,0,1,0,3,7.1,2,49,12347,8004,13200,0.163,0.1552,-0.1255,336,1,1,0,0,0,1,2,49,0.358,0.125,1,3,0,14585,0,0,9.7,1,1,84,4,3,2,1,3,10957,1
B10837,Aarav Das,20,Hyderabad,daily-wage,0.2,21837,5,2,177000,3,business,1,0,0,0,5.0,0,0,20483,13182,13738,0.026,0.0253,-0.0595,283,3,1,0,1,2,0,2,75,0.397,0.278,0,2,0,21793,2,4.1,2.0,4,1,44,2,1,0,6,0,0,3
B10838,Myra Mehta,31,Surat,salaried,5.3,39946,3,2,314000,12,education,0,5,5,2,25.5,0,13,40135,32282,37160,0.11,0.0091,-0.0986,337,1,0,2,2,2,0,1,52,0.371,0.208,0,1,0,38888,2,4.2,8.7,2,0,93,1,0,0,3,6,127176,4
B10839,Nikhil Agarwal,31,Hyderabad,self-employed,4.4,44922,1,2,142000,3,home-repair,0,3,3,1,18.6,0,47,42382,27302,16565,0.065,0.0541,0.0701,337,0,0,2,2,2,2,2,83,0.257,0.063,1,1,1,44678,5,3.7,11.5,4,3,65,0,1,1,15,2,8041,2
B10840,Suresh Rao,31,Lucknow,daily-wage,6.0,74564,2,3,179000,24,business,0,2,2,1,26.1,0,18,70141,42846,20772,0.094,-0.008,-0.0386,316,1,0,2,2,2,2,2,82,0.275,0.094,0,1,0,73936,4,3.6,7.4,3,1,93,1,1,0,33,1,243157,2
B10841,Reyansh Mishra,25,Kochi,salaried,6.0,42003,1,0,333000,12,personal,0,1,0,4,23.1,0,34,43530,33070,27184,0.098,0.0541,-0.2012,308,2,0,2,2,2,2,2,33,0.109,0.216,1,1,0,40683,1,3.8,8.0,2,1,101,4,0,0,1,6,19214,4
B10842,Pooja Agarwal,35,Delhi,self-employed,8.5,87431,1,1,227000,12,medical,0,7,7,0,1.1,0,0,92720,59054,23375,0.039,0.0181,-0.0934,306,0,0,2,2,2,2,2,96,0.283,0.026,0,1,0,86072,5,4.3,8.4,2,3,96,3,0,0,28,0,401174,1
B10843,Sunita Khan,50,Chennai,salaried,11.0,74631,6,4,234000,18,home-repair,0,4,4,0,4.2,0,0,73660,46999,18206,0.077,-0.0373,-0.1653,359,0,0,2,2,2,2,2,94,0.27,0.049,1,1,0,77967,5,4.0,6.6,2,2,79,4,1,0,8,6,330160,2
B10844,Ravi Kulkarni,34,Ahmedabad,self-employed,9.5,60531,2,1,112000,6,personal,0,4,4,1,5.9,0,29,58248,36331,17181,0.04,-0.0123,0.1596,424,0,0,2,2,2,2,2,81,0.136,0.066,0,1,1,61762,6,3.8,1.7,3,0,106,0,1,1,7,5,145256,2
B10845,Aarav Patel,19,Jaipur,salaried,5.3,45872,2,2,76000,6,education,0,2,2,0,3.5,0,0,47197,28958,9270,0.067,0.0205,-0.0759,398,0,0,2,2,2,1,2,62,0.21,0.046,0,1,0,45073,6,4.5,3.4,1,1,27,0,0,0,24,6,50787,2
B10846,Meera Bose,46,Kochi,self-employed,3.7,36870,2,1,91000,12,personal,0,5,5,1,13.7,0,29,36240,23325,7536,0.06,0.0837,-0.0219,375,0,0,2,2,2,2,2,60,0.367,0.12,0,1,0,34757,6,3.6,11.6,3,2,118,2,0,0,19,4,83107,1
B10847,Divya Joshi,29,Bengaluru,business,5.6,52927,1,0,208000,24,personal,0,2,2,0,2.4,0,0,50353,28979,16517,0.057,0.0628,-0.1216,365,0,0,2,2,2,0,2,77,0.374,0.081,0,1,0,54948,6,4.1,5.5,2,0,52,0,0,0,18,2,44092,2
B10848,Arun Sharma,51,Chennai,self-employed,6.0,59095,1,2,151000,12,education,0,1,1,1,14.4,0,6,62333,41262,19787,0.058,0.0004,0.0239,303,0,1,2,2,2,2,2,54,0.393,0.041,0,2,0,53301,2,4.8,1.1,2,2,113,2,0,0,28,3,86361,2
B10849,Sai Mehta,42,Delhi,business,10.8,87172,2,2,176000,12,personal,0,4,4,0,3.4,0,0,88774,48585,22976,0.093,0.0991,0.06,395,0,0,2,1,2,2,2,75,0.158,0.042,1,1,0,86828,2,3.8,9.2,3,0,34,1,1,1,6,0,383192,1
B10850,Amit Khan,42,Lucknow,self-employed,3.3,30091,5,2,110000,6,business,0,2,0,4,8.4,1,53,28872,20493,14007,0.053,0.0521,0.2006,383,0,0,2,2,0,2,0,64,0.343,0.24,0,1,0,28823,1,4.3,9.1,1,0,22,1,0,0,8,5,40293,0
B10851,Aadhya Rao,45,Pune,self-employed,3.3,75179,3,0,270000,6,medical,0,2,2,1,13.2,0,7,70621,42593,25751,0.039,-0.0182,0.1152,360,0,0,2,2,2,2,2,90,0.397,0.023,0,1,0,74787,6,4.0,11.6,2,1,88,1,1,0,21,4,171025,1
B10852,Ravi Verma,30,Delhi,self-employed,3.7,32456,3,4,52000,6,personal,0,1,1,0,3.8,0,0,33136,19913,10248,0.057,-0.0543,-0.0684,361,1,0,2,2,2,2,2,82,0.278,0.056,0,1,1,31575,3,4.0,4.8,0,3,26,2,1,1,33,5,31027,0
B10853,Kiran Mishra,31,Bengaluru,self-employed,7.6,56147,3,3,181000,6,home-repair,0,4,4,2,21.7,0,28,55909,33245,17801,0.082,0.0162,0.0111,358,0,0,1,2,0,2,2,90,0.303,0.093,0,1,0,50055,4,4.7,8.6,4,3,58,4,0,0,29,5,116182,2
B10854,Rohan Nair,43,Pune,self-employed,5.7,37251,2,2,142000,18,personal,0,5,5,1,12.7,0,44,35826,22131,13970,0.017,0.0628,-0.0252,356,0,0,2,1,2,2,2,68,0.357,0.034,0,3,0,38705,3,3.9,10.0,2,0,41,0,1,0,16,2,97144,1
B10855,Myra Patel,32,Chennai,business,2.3,16225,3,1,52000,3,home-repair,0,1,1,1,5.8,0,15,16977,11724,4654,0.054,-0.0181,0.0869,363,0,0,2,0,2,2,2,66,0.326,0.082,0,2,1,16100,5,3.8,1.4,4,2,109,1,1,0,25,4,50723,1
B10856,Aarav Khan,25,Delhi,daily-wage,7.8,43211,5,3,90000,12,education,0,6,6,0,1.8,0,0,44745,29294,11168,0.056,0.0591,0.0941,377,0,0,2,1,2,2,1,73,0.362,0.095,0,1,1,46997,5,4.4,2.0,1,0,90,1,1,0,18,4,23485,1
B10857,Suresh Reddy,35,Hyderabad,daily-wage,1.4,37483,1,0,186000,12,personal,0,1,1,0,2.4,0,0,34244,21367,22529,0.058,0.0157,0.0704,278,0,0,0,1,2,2,2,66,0.279,0.226,0,1,0,34211,0,0,3.8,2,1,66,0,1,0,4,1,65390,1
B10858,Kabir Bose,42,Kolkata,self-employed,4.4,84106,3,3,316000,24,home-repair,0,5,5,1,26.9,0,36,84877,56194,22996,0.072,-0.0636,0.0245,333,0,0,2,2,2,2,2,74,0.295,0.109,0,2,0,87586,3,4.8,6.6,2,1,77,1,0,0,17,3,254575,0
B10859,Aarav Patel,19,Ahmedabad,daily-wage,4.1,44820,5,1,74000,12,education,0,6,6,0,2.2,0,0,38706,21357,12889,0.063,0.071,-0.099,313,0,0,2,2,2,2,2,67,0.446,0.095,0,1,0,39638,5,4.6,7.5,3,0,40,1,1,0,13,5,0,2
B10860,Vikram Gupta,50,Kolkata,salaried,1.9,42947,5,2,281000,6,medical,0,3,3,3,12.1,0,17,39300,24893,38567,0.052,0.0152,-0.0411,311,1,1,2,2,2,0,1,64,0.341,0.19,0,1,0,41721,2,4.0,2.5,3,0,94,2,0,0,7,6,34398,1
B10861,Anita Agarwal,30,Mumbai,salaried,0.9,23038,3,4,178000,12,business,0,1,1,0,3.1,0,0,22395,16235,12151,0.046,0.0572,0.0066,307,2,1,2,0,2,0,2,59,0.317,0.242,0,1,0,20451,3,4.3,5.0,0,1,112,4,0,0,4,6,62521,4
B10862,Meera Sharma,27,Mumbai,business,3.0,11727,1,3,102000,6,personal,0,3,3,1,23.9,0,16,11111,7579,8224,0.047,-0.0234,-0.0057,452,0,1,2,2,0,1,2,40,0.108,0.126,0,1,0,10814,1,5.0,9.0,1,1,76,1,0,0,5,4,21779,4
B10863,Deepak Singh,19,Mumbai,self-employed,3.1,62462,2,0,175000,6,medical,0,1,1,2,21.4,0,38,64115,44797,15983,0.06,-0.0236,-0.0542,275,0,0,2,2,2,2,1,67,0.306,0.041,0,1,1,63405,5,4.9,10.5,1,1,52,0,0,0,22,0,182929,0
B10864,Rohan Singh,32,Lucknow,daily-wage,1.2,27406,2,2,171000,6,education,0,1,1,0,4.1,0,0,28771,17448,15554,0.033,0.0882,0.0366,312,0,1,0,2,1,0,0,65,0.225,0.233,0,1,0,28864,0,0,2.7,0,0,24,2,1,1,4,2,8509,1
B10865,Meera Gupta,30,Bengaluru,daily-wage,4.4,76193,1,0,211000,3,medical,0,3,3,1,15.9,0,59,76299,48214,12857,0.072,-0.0463,-0.085,293,0,0,2,2,2,2,2,64,0.241,0.085,0,1,0,71156,3,5.0,3.7,1,3,91,2,1,0,27,0,56064,2
B10866,Neha Bose,30,Delhi,daily-wage,0.7,24592,5,1,212000,18,education,1,0,0,0,2.0,0,0,24388,17957,22233,0.065,-0.0146,0.0791,322,2,1,0,2,0,2,1,46,0.233,0.177,0,1,0,26549,3,4.2,9.1,2,1,45,2,1,1,4,1,46324,3
B10867,Sara Patel,51,Mumbai,daily-wage,12.4,60657,6,1,132000,12,business,0,3,3,1,13.1,0,20,56382,38823,16438,0.059,-0.0195,0.0108,309,0,0,2,2,2,2,2,90,0.384,0.115,0,1,0,54128,3,4.0,1.9,4,3,86,1,0,0,9,2,213149,2
B10868,Krishna Singh,44,Lucknow,self-employed,7.1,46635,6,1,113000,6,education,0,6,6,2,6.4,0,50,49743,27840,13875,0.046,0.0158,-0.1253,337,0,0,2,2,2,2,2,90,0.279,0.086,0,1,0,48455,6,3.6,2.5,3,0,25,3,0,0,29,0,65376,2
B10869,Manoj Pillai,57,Jaipur,self-employed,2.2,35939,6,4,131000,24,personal,0,4,4,2,27.8,0,28,35190,22698,11967,0.04,0.0153,0.0421,358,0,0,2,1,0,1,2,89,0.237,0.075,0,1,2,38291,3,3.9,11.6,4,2,57,4,1,1,7,2,115267,1
B10870,Rohan Kulkarni,31,Lucknow,self-employed,3.1,83886,3,2,169000,6,business,0,2,2,1,7.5,0,9,84002,48280,23481,0.032,-0.0093,0.1092,368,0,0,2,2,2,2,2,93,0.264,0.045,0,1,1,82250,3,5.0,8.2,2,3,18,2,0,0,28,4,313745,2
B10871,Vikram Reddy,30,Kochi,salaried,1.3,32697,1,0,246000,6,home-repair,0,1,1,0,0.9,0,0,32516,20792,24300,0.054,-0.025,-0.077,425,0,1,0,2,2,0,1,47,0.142,0.122,0,1,1,29838,0,0,8.6,0,0,91,0,0,0,2,6,48503,4
B10872,Ananya Kulkarni,32,Delhi,self-employed,4.8,44716,3,4,373000,3,education,0,4,4,3,29.4,0,54,42891,30811,35234,0.06,0.005,0.1858,305,0,1,1,2,2,0,2,56,0.257,0.098,1,2,0,39994,2,3.6,10.5,3,1,67,3,1,1,8,4,5838,5
B10873,Arjun Agarwal,31,Mumbai,salaried,1.1,46741,1,4,325000,12,medical,0,5,4,4,14.1,0,16,47090,28732,42006,0.063,0.0643,0.0852,286,1,1,2,2,2,2,1,54,0.253,0.105,0,1,0,43853,2,4.1,1.6,3,0,77,0,0,0,3,6,80706,1
B10874,Rohan Pillai,38,Kolkata,business,1.5,19986,2,1,175000,12,education,1,0,0,0,1.7,0,0,20836,13995,13012,0.06,0.0537,0.0097,282,3,1,2,2,2,0,2,77,0.479,0.262,0,1,2,19857,0,0,10.8,0,0,49,1,0,0,2,3,0,4
B10875,Rohan Verma,49,Bengaluru,daily-wage,7.4,63699,3,4,218000,6,personal,0,5,5,0,3.3,0,0,66258,42278,19300,0.063,0.0297,0.1077,414,0,0,2,2,2,2,0,85,0.297,0.042,0,1,0,67079,6,4.0,9.2,4,2,99,1,0,0,7,2,74598,0
B10876,Neha Agarwal,31,Lucknow,daily-wage,2.4,27064,5,0,91000,24,medical,0,5,4,3,5.9,1,33,26435,18687,23195,0.122,0.0348,-0.0575,421,2,1,1,2,2,1,2,75,0.286,0.125,0,1,0,17701,2,4.6,1.8,3,1,91,0,2,0,6,2,4270,3
B10877,Ishaan Nair,42,Delhi,salaried,2.1,48961,5,1,182000,12,business,0,5,5,0,3.0,0,0,47237,32355,14662,0.053,-0.0471,0.0852,402,0,1,2,1,2,2,2,65,0.182,0.026,0,2,1,44472,4,4.6,2.7,0,1,33,3,1,1,19,6,11717,1
B10878,Manoj Das,38,Delhi,salaried,1.2,47572,3,1,162000,6,medical,0,2,1,2,17.2,1,48,45811,27480,44934,0.058,-0.0939,0.0752,328,0,1,2,2,2,0,2,50,0.384,0.095,0,1,0,46776,2,4.2,11.9,4,1,63,0,0,0,8,6,0,4
B10879,Priya Reddy,30,Delhi,self-employed,5.2,30016,4,0,108000,12,medical,0,5,5,1,29.0,0,36,31682,16576,8194,0.065,-0.043,0.073,358,0,1,2,2,1,2,1,68,0.208,0.096,0,1,1,32665,4,4.5,7.6,0,2,89,2,1,0,10,1,2611,0
B10880,Kavya Patel,34,Ahmedabad,salaried,1.3,22819,4,3,75000,12,personal,0,5,5,1,7.9,0,22,20577,13857,17763,0.043,-0.0845,-0.0134,314,2,0,2,2,2,1,2,46,0.349,0.234,0,1,0,21776,0,0,2.6,4,1,114,2,0,0,5,6,2859,0
B10881,Nikhil Mishra,26,Bengaluru,salaried,5.0,26946,2,2,116000,12,medical,0,1,1,2,13.3,0,25,26876,17984,15964,0.068,-0.0551,-0.1795,372,1,0,2,0,2,1,1,56,0.272,0.153,0,1,0,23769,3,3.8,6.6,2,1,75,3,0,0,9,6,38758,1
B10882,Manoj Chopra,34,Hyderabad,self-employed,6.0,25947,6,4,39000,24,medical,0,4,4,2,8.9,0,52,26556,16839,9224,0.084,-0.0357,-0.1468,286,1,0,2,2,2,2,2,77,0.196,0.06,0,1,0,23801,3,4.9,11.1,3,1,94,4,1,0,9,5,80598,1
B10883,Ananya Reddy,31,Delhi,salaried,3.3,70526,4,4,121000,12,business,0,2,2,2,18.6,0,51,70510,40171,17944,0.05,-0.0298,-0.1692,346,0,1,2,2,2,2,2,76,0.349,0.024,0,2,1,76245,4,4.2,6.8,1,2,87,2,0,0,27,6,34013,0
B10884,Amit Agarwal,35,Pune,business,1.1,41646,2,2,102000,12,business,0,3,3,1,25.3,0,54,44000,31400,27069,0.022,-0.0073,0.1583,307,2,0,1,2,2,2,2,49,0.47,0.038,0,1,0,41048,1,4.8,6.7,0,1,66,1,0,0,3,0,21486,5
B10885,Ishaan Kulkarni,28,Lucknow,self-employed,0.5,31491,3,0,215000,12,home-repair,0,1,1,0,3.0,0,0,33764,26508,26875,0.046,-0.0139,0.0016,399,0,0,0,1,2,0,1,56,0.27,0.267,0,1,0,32753,3,3.6,11.9,1,1,13,2,1,1,3,5,22936,2
B10886,Sanjay Joshi,44,Chennai,salaried,5.6,43212,6,3,103000,12,medical,0,5,5,0,0.8,0,0,38974,21548,11524,0.079,0.063,-0.0146,234,0,0,2,2,2,2,2,99,0.257,0.05,0,1,1,37297,5,4.6,7.4,0,1,74,3,1,0,19,6,72112,1
B10887,Aarav Kulkarni,19,Nagpur,self-employed,1.5,23874,3,3,211000,18,home-repair,0,4,3,2,9.3,1,14,25294,18807,19128,0.03,0.0789,0.0261,402,0,0,0,0,2,2,2,62,0.129,0.132,0,2,0,23872,2,4.2,1.1,2,1,88,1,1,1,0,5,9387,3
B10888,Sai Bose,25,Mumbai,self-employed,1.5,8000,3,1,36000,12,home-repair,0,1,1,0,3.5,0,0,7431,5121,6762,0.047,-0.0374,-0.1026,369,0,2,0,2,2,2,0,55,0.346,0.029,0,1,0,6729,0,0,5.0,3,1,93,1,0,0,5,1,29372,1
B10889,Amit Yadav,44,Pune,daily-wage,1.5,14556,4,2,39000,24,education,0,1,1,0,4.9,0,0,15414,11675,13170,0.064,-0.0403,0.0891,418,2,2,2,0,0,1,0,52,0.143,0.233,0,3,0,15405,2,4.5,5.9,0,0,66,1,1,0,2,1,21931,2
B10890,Sai Joshi,34,Bengaluru,salaried,4.5,17622,5,4,63000,12,medical,0,4,3,4,15.1,0,36,18497,11220,12213,0.062,-0.012,0.0704,329,2,1,2,2,0,2,2,49,0.339,0.139,1,1,1,18501,0,0,11.0,3,0,99,4,1,0,1,6,54120,2
B10891,Kavya Sharma,22,Delhi,business,2.8,57040,1,1,155000,12,home-repair,0,6,6,1,11.6,0,13,55370,34672,13447,0.075,0.0723,-0.0238,275,0,0,2,2,2,2,2,67,0.247,0.04,0,1,1,51714,6,4.5,1.6,3,3,21,4,1,1,17,0,134836,1
B10892,Rahul Sharma,31,Delhi,salaried,1.4,22689,6,3,84000,12,personal,1,0,0,0,1.6,0,0,20557,14980,21019,0.052,0.0119,0.0125,314,1,0,0,2,2,2,2,49,0.304,0.039,0,1,0,20801,0,0,10.7,4,0,115,3,1,0,9,6,39592,0
B10893,Myra Iyer,34,Pune,self-employed,2.7,42965,6,3,80000,12,medical,0,3,3,2,14.7,0,20,42524,26480,10600,0.07,-0.0494,0.0019,309,0,1,2,2,2,2,2,70,0.413,0.112,0,1,1,42736,2,3.8,10.7,2,0,18,1,0,0,25,1,61326,2
B10894,Rohan Sharma,32,Bengaluru,business,4.6,42319,3,0,104000,12,home-repair,0,5,5,0,4.7,0,0,40059,27798,13979,0.053,-0.021,0.0649,365,0,0,1,2,2,2,1,79,0.343,0.052,0,1,1,34986,3,3.7,8.7,2,1,91,1,0,0,35,4,35748,2
B10895,Sara Kulkarni,35,Hyderabad,business,3.0,31735,6,0,193000,6,personal,0,4,4,2,23.9,0,16,31274,24199,13530,0.067,0.027,-0.22,358,2,0,1,1,2,2,2,45,0.181,0.1,0,1,0,29762,2,3.6,11.1,0,1,61,2,0,0,7,0,51371,1
B10896,Kiran Mehta,39,Kolkata,daily-wage,1.2,8980,3,2,78000,12,business,0,1,1,0,0.5,0,0,9215,7436,3180,0.081,-0.0872,-0.1254,348,3,0,2,2,1,1,1,48,0.25,0.084,0,1,0,8752,2,3.6,5.6,4,1,14,0,1,0,9,2,1331,0
B10897,Arun Chopra,44,Mumbai,salaried,4.0,44027,2,3,175000,24,home-repair,0,3,3,2,19.0,0,56,46030,25458,13437,0.093,0.0469,0.0062,369,0,0,2,2,2,2,2,68,0.32,0.064,0,2,0,47168,6,4.3,10.5,0,0,26,0,1,1,6,6,38121,2
B10898,Deepak Agarwal,61,Mumbai,salaried,2.6,24018,4,1,51000,24,education,0,5,5,2,11.0,0,12,24794,16176,23480,0.045,0.0196,-0.0443,355,1,0,1,2,2,2,2,50,0.193,0.152,0,2,0,25822,3,4.3,10.0,4,0,40,4,1,0,3,6,0,4
B10899,Arun Joshi,42,Mumbai,self-employed,4.1,53000,1,0,211000,3,education,0,4,4,1,25.8,0,49,54104,35755,18335,0.062,0.0374,0.2276,297,0,0,2,2,2,2,2,76,0.239,0.065,0,2,0,57955,2,4.4,8.7,4,3,23,1,0,0,33,2,47049,2
B10900,Sunita Sharma,35,Delhi,daily-wage,14.3,55985,6,4,201000,12,personal,0,7,7,1,10.2,0,25,53690,36179,13408,0.054,-0.018,-0.2048,300,0,0,2,2,2,2,2,93,0.338,0.073,0,3,0,54325,3,4.1,1.0,3,1,18,0,0,0,29,4,212836,2
B10901,Rohan Joshi,38,Bengaluru,daily-wage,0.8,25895,3,0,107000,3,medical,0,1,1,0,1.7,0,0,26990,18748,20954,0.061,0.0566,0.1985,364,1,1,1,2,1,0,1,68,0.404,0.199,0,1,0,23476,0,0,6.4,2,1,71,1,1,0,8,2,13229,5
B10902,Neha Mehta,34,Chennai,daily-wage,4.7,45518,3,4,175000,3,business,0,2,2,2,9.9,0,23,43868,25802,10944,0.061,0.0757,-0.1706,346,0,0,2,2,2,2,2,81,0.254,0.089,0,4,0,48109,6,4.5,6.3,3,1,82,2,0,0,11,5,7863,2
B10903,Deepak Sharma,37,Bengaluru,business,0.7,31921,3,0,208000,3,medical,0,1,1,0,3.0,0,0,31020,20682,15891,0.076,0.0585,0.1953,322,2,0,1,2,0,2,1,63,0.329,0.125,0,2,0,28290,0,0,2.2,2,1,64,4,1,0,8,3,65847,4
B10904,Vihaan Singh,40,Mumbai,self-employed,8.3,93042,2,2,145000,6,personal,0,2,2,0,3.3,0,0,94115,62354,32051,0.081,0.0048,-0.0386,376,0,0,2,2,1,2,2,84,0.14,0.081,0,1,0,80046,4,4.7,7.0,4,2,77,0,1,0,11,1,215002,0
B10905,Aarav Yadav,41,Bengaluru,self-employed,1.1,21091,5,3,177000,6,business,0,5,4,3,17.1,1,31,20291,13289,17954,0.152,0.0656,-0.2195,363,1,0,1,2,2,2,1,53,0.352,0.24,1,5,0,21886,3,4.7,4.1,2,1,22,1,1,1,4,5,13336,5
B10906,Ravi Bose,36,Pune,self-employed,1.5,35598,4,4,207000,12,medical,0,3,3,2,27.6,0,9,34519,24234,36064,0.035,-0.0771,-0.1614,295,0,1,2,0,2,1,2,50,0.172,0.08,0,1,0,36731,1,4.6,7.2,1,0,57,1,1,1,7,0,118853,2
B10907,Geeta Gupta,22,Bengaluru,salaried,3.6,71971,5,1,286000,6,home-repair,0,6,6,1,25.7,0,58,71068,45381,27646,0.062,-0.0013,-0.0032,367,0,1,2,2,2,2,2,78,0.209,0.028,0,1,1,60658,5,3.9,7.9,0,0,91,4,1,1,16,6,218575,2
B10908,Arjun Khan,39,Bengaluru,daily-wage,6.3,54968,4,0,97000,3,medical,0,4,4,1,6.3,0,23,53011,33011,17672,0.067,-0.013,-0.0337,351,0,0,1,2,2,2,2,99,0.372,0.08,0,1,0,51711,4,5.0,5.7,3,1,103,2,0,0,15,0,117478,2
B10909,Vikram Sharma,26,Bengaluru,business,4.9,47437,3,4,260000,6,business,0,3,2,2,8.5,1,42,45015,35341,33408,0.056,-0.0122,0.201,324,2,0,2,2,0,2,2,47,0.27,0.113,0,1,0,41868,1,4.2,3.0,2,0,59,4,0,0,1,0,106536,4
B10910,Vikram Rao,19,Kolkata,daily-wage,14.8,76733,6,1,139000,6,business,0,4,4,0,2.5,0,0,70590,45103,21143,0.055,0.0198,-0.0663,335,0,0,2,2,1,2,2,85,0.212,0.118,1,1,0,69670,4,4.1,3.8,2,3,71,3,1,0,25,4,261656,1
B10911,Arun Patel,27,Mumbai,daily-wage,1.8,12130,6,3,66000,18,business,1,0,0,0,1.6,0,0,11633,8772,9628,0.083,0.035,-0.1585,380,1,0,0,2,0,2,0,55,0.25,0.2,0,2,0,10481,3,4.2,3.0,0,0,33,2,0,0,5,1,12093,5
B10912,Divya Joshi,39,Hyderabad,salaried,13.4,73859,1,2,253000,3,home-repair,0,8,8,1,16.8,0,42,72780,44412,26778,0.062,0.0438,-0.0241,294,1,0,2,2,1,2,2,89,0.42,0.073,0,2,0,66205,4,4.4,9.4,1,0,106,4,0,0,35,6,468771,2
B10913,Krishna Rao,52,Delhi,salaried,7.9,43902,4,0,134000,12,medical,0,4,4,1,20.3,0,20,44796,29500,13176,0.039,0.0598,0.2367,378,0,0,2,2,2,2,1,55,0.376,0.044,0,1,0,38854,3,4.9,5.9,3,0,54,4,1,0,34,6,8905,2
B10914,Ravi Sharma,43,Mumbai,salaried,2.8,25787,6,4,132000,6,personal,0,4,0,5,8.3,3,12,25537,19628,21937,0.125,0.0383,-0.0384,408,0,1,0,0,0,1,2,53,0.241,0.039,0,3,2,19461,1,3.8,1.8,4,0,19,0,1,0,9,4,48321,1
B10915,Aarav Singh,39,Nagpur,self-employed,1.8,51365,3,4,98000,12,business,0,1,1,0,4.1,0,0,48617,32178,12933,0.069,-0.0587,0.0437,238,1,0,2,2,2,2,1,78,0.458,0.09,0,1,0,47716,2,3.6,3.1,4,2,93,0,1,1,14,1,39985,2
B10916,Aarav Kulkarni,19,Hyderabad,daily-wage,2.9,25650,4,0,189000,18,medical,0,5,3,2,20.4,2,22,24066,16664,19747,0.087,0.0652,0.1557,369,1,0,0,2,0,1,1,44,0.328,0.191,1,1,1,28014,1,4.7,1.1,1,1,95,4,3,2,1,3,55920,5
B10917,Geeta Nair,39,Hyderabad,salaried,5.5,8000,5,2,20000,3,personal,0,1,1,1,9.7,0,5,8327,6222,4169,0.078,-0.0728,0.0833,393,1,0,0,2,2,0,1,58,0.294,0.168,0,1,0,7859,3,3.8,3.9,1,1,111,3,1,0,3,6,12446,1
B10918,Myra Chopra,42,Ahmedabad,salaried,3.5,84278,3,4,279000,12,education,0,2,2,1,20.7,0,38,83685,48980,22126,0.062,0.0645,0.0519,347,0,1,2,2,2,2,2,74,0.327,0.085,0,2,0,82642,6,3.8,2.3,1,3,27,1,1,0,23,6,221658,1
B10919,Pooja Pillai,33,Mumbai,daily-wage,0.5,40062,3,3,119000,12,education,0,1,1,0,1.2,0,0,43208,29543,32646,0.073,0.0251,-0.0989,348,0,0,1,2,1,2,2,80,0.189,0.176,0,2,0,40203,1,4.4,4.7,1,0,117,1,0,0,3,1,175825,0
B10920,Manoj Singh,39,Chennai,salaried,7.5,16172,1,3,48000,12,business,0,4,4,0,0.4,0,0,15097,9511,4721,0.056,-0.0738,0.0629,322,0,0,1,1,2,2,2,70,0.392,0.066,0,4,0,16520,5,3.7,9.3,0,2,81,3,0,0,7,6,26281,1
B10921,Kabir Singh,20,Hyderabad,business,4.4,29014,6,0,123000,24,home-repair,0,4,4,1,20.5,0,23,25764,17283,15044,0.04,-0.0598,0.1681,334,1,0,2,2,2,2,2,50,0.377,0.097,0,3,0,27226,0,0,6.3,0,1,27,1,0,0,5,4,47017,2
B10922,Priya Sharma,32,Bengaluru,salaried,6.7,68797,6,2,223000,3,business,0,3,3,0,3.9,0,0,65920,37783,16655,0.06,0.0386,-0.1576,335,0,0,2,2,2,2,2,99,0.357,0.071,0,1,0,56668,5,4.1,1.9,2,1,72,1,0,0,31,6,222907,1
